ID,DATASET,FOLD,PREPROC,ALGORITHM,MODE,ORDER,ALPHA,PRE,REC,SPE,F1,GEO,IBA
contraceptive__delaunay_PCA_radius_ratio_1_GNB,contraceptive,0,_delaunay_radius_ratio_1,GNB,PCA,radius_ratio,1,0.17,0.17,0.84,0.17,0.24,0.11
contraceptive__delaunay_PCA_radius_ratio_1_LRG,contraceptive,0,_delaunay_radius_ratio_1,LRG,PCA,radius_ratio,1,0.20,0.27,0.76,0.22,0.30,0.16
contraceptive__delaunay_PCA_radius_ratio_1_ABC,contraceptive,0,_delaunay_radius_ratio_1,ABC,PCA,radius_ratio,1,0.22,0.20,0.83,0.20,0.28,0.14
contraceptive__delaunay_PCA_radius_ratio_1_MLP,contraceptive,0,_delaunay_radius_ratio_1,MLP,PCA,radius_ratio,1,0.19,0.19,0.81,0.19,0.27,0.13
contraceptive__delaunay_PCA_radius_ratio_1_QDA,contraceptive,0,_delaunay_radius_ratio_1,QDA,PCA,radius_ratio,1,0.19,0.17,0.83,0.18,0.26,0.12
contraceptive__delaunay_PCA_radius_ratio_1_SVM,contraceptive,0,_delaunay_radius_ratio_1,SVM,PCA,radius_ratio,1,0.05,0.23,0.77,0.08,0.00,0.00
contraceptive__delaunay_PCA_radius_ratio_1_SGD,contraceptive,0,_delaunay_radius_ratio_1,SGD,PCA,radius_ratio,1,0.17,0.23,0.76,0.12,0.14,0.03
contraceptive__delaunay_PCA_radius_ratio_4_RF,contraceptive,0,_delaunay_radius_ratio_4,RF,PCA,radius_ratio,4,0.19,0.20,0.79,0.19,0.27,0.13
contraceptive__delaunay_PCA_radius_ratio_4_KNN,contraceptive,0,_delaunay_radius_ratio_4,KNN,PCA,radius_ratio,4,0.18,0.17,0.81,0.17,0.26,0.11
contraceptive__delaunay_PCA_radius_ratio_4_DTREE,contraceptive,0,_delaunay_radius_ratio_4,DTREE,PCA,radius_ratio,4,0.20,0.20,0.80,0.19,0.27,0.13
contraceptive__delaunay_PCA_radius_ratio_4_GNB,contraceptive,0,_delaunay_radius_ratio_4,GNB,PCA,radius_ratio,4,0.17,0.17,0.84,0.17,0.24,0.11
contraceptive__delaunay_PCA_radius_ratio_4_LRG,contraceptive,0,_delaunay_radius_ratio_4,LRG,PCA,radius_ratio,4,0.20,0.27,0.76,0.22,0.29,0.15
contraceptive__delaunay_PCA_radius_ratio_4_ABC,contraceptive,0,_delaunay_radius_ratio_4,ABC,PCA,radius_ratio,4,0.22,0.22,0.82,0.21,0.29,0.15
contraceptive__delaunay_PCA_radius_ratio_4_MLP,contraceptive,0,_delaunay_radius_ratio_4,MLP,PCA,radius_ratio,4,0.18,0.19,0.80,0.18,0.26,0.12
contraceptive__delaunay_PCA_radius_ratio_4_QDA,contraceptive,0,_delaunay_radius_ratio_4,QDA,PCA,radius_ratio,4,0.19,0.16,0.84,0.17,0.25,0.11
contraceptive__delaunay_PCA_radius_ratio_4_SVM,contraceptive,0,_delaunay_radius_ratio_4,SVM,PCA,radius_ratio,4,0.05,0.23,0.77,0.08,0.00,0.00
contraceptive__delaunay_PCA_radius_ratio_4_SGD,contraceptive,0,_delaunay_radius_ratio_4,SGD,PCA,radius_ratio,4,0.05,0.19,0.79,0.07,0.05,0.01
contraceptive__delaunay_PCA_radius_ratio_9_RF,contraceptive,0,_delaunay_radius_ratio_9,RF,PCA,radius_ratio,9,0.19,0.21,0.79,0.20,0.28,0.14
contraceptive__delaunay_PCA_radius_ratio_9_KNN,contraceptive,0,_delaunay_radius_ratio_9,KNN,PCA,radius_ratio,9,0.20,0.18,0.82,0.18,0.26,0.12
contraceptive__delaunay_PCA_radius_ratio_9_DTREE,contraceptive,0,_delaunay_radius_ratio_9,DTREE,PCA,radius_ratio,9,0.21,0.20,0.81,0.20,0.28,0.14
contraceptive__delaunay_PCA_radius_ratio_9_GNB,contraceptive,0,_delaunay_radius_ratio_9,GNB,PCA,radius_ratio,9,0.17,0.16,0.84,0.17,0.24,0.11
contraceptive__delaunay_PCA_radius_ratio_9_LRG,contraceptive,0,_delaunay_radius_ratio_9,LRG,PCA,radius_ratio,9,0.20,0.27,0.76,0.22,0.30,0.15
contraceptive__delaunay_PCA_radius_ratio_9_ABC,contraceptive,0,_delaunay_radius_ratio_9,ABC,PCA,radius_ratio,9,0.21,0.21,0.82,0.21,0.28,0.15
contraceptive__delaunay_PCA_radius_ratio_9_MLP,contraceptive,0,_delaunay_radius_ratio_9,MLP,PCA,radius_ratio,9,0.19,0.19,0.81,0.19,0.27,0.13
contraceptive__delaunay_PCA_radius_ratio_9_QDA,contraceptive,0,_delaunay_radius_ratio_9,QDA,PCA,radius_ratio,9,0.19,0.16,0.84,0.17,0.25,0.12
contraceptive__delaunay_PCA_radius_ratio_9_SVM,contraceptive,0,_delaunay_radius_ratio_9,SVM,PCA,radius_ratio,9,0.05,0.23,0.77,0.08,0.00,0.00
contraceptive__delaunay_PCA_radius_ratio_9_SGD,contraceptive,0,_delaunay_radius_ratio_9,SGD,PCA,radius_ratio,9,0.15,0.22,0.85,0.18,0.21,0.13
contraceptive__delaunay_PCA_aspect_ratio_1_RF,contraceptive,0,_delaunay_aspect_ratio_1,RF,PCA,aspect_ratio,1,0.19,0.21,0.79,0.19,0.27,0.13
contraceptive__delaunay_PCA_aspect_ratio_1_KNN,contraceptive,0,_delaunay_aspect_ratio_1,KNN,PCA,aspect_ratio,1,0.18,0.17,0.81,0.17,0.26,0.12
contraceptive__delaunay_PCA_aspect_ratio_1_DTREE,contraceptive,0,_delaunay_aspect_ratio_1,DTREE,PCA,aspect_ratio,1,0.19,0.18,0.81,0.17,0.26,0.12
contraceptive__delaunay_PCA_aspect_ratio_1_GNB,contraceptive,0,_delaunay_aspect_ratio_1,GNB,PCA,aspect_ratio,1,0.17,0.18,0.82,0.18,0.25,0.12
contraceptive__delaunay_PCA_aspect_ratio_1_LRG,contraceptive,0,_delaunay_aspect_ratio_1,LRG,PCA,aspect_ratio,1,0.20,0.25,0.77,0.21,0.29,0.14
contraceptive__delaunay_PCA_aspect_ratio_1_ABC,contraceptive,0,_delaunay_aspect_ratio_1,ABC,PCA,aspect_ratio,1,0.20,0.21,0.80,0.20,0.28,0.14
contraceptive__delaunay_PCA_aspect_ratio_1_MLP,contraceptive,0,_delaunay_aspect_ratio_1,MLP,PCA,aspect_ratio,1,0.20,0.19,0.81,0.19,0.27,0.13
contraceptive__delaunay_PCA_aspect_ratio_1_QDA,contraceptive,0,_delaunay_aspect_ratio_1,QDA,PCA,aspect_ratio,1,0.20,0.18,0.83,0.19,0.27,0.13
contraceptive__delaunay_PCA_aspect_ratio_1_SVM,contraceptive,0,_delaunay_aspect_ratio_1,SVM,PCA,aspect_ratio,1,0.05,0.23,0.77,0.08,0.01,0.00
contraceptive__delaunay_PCA_aspect_ratio_1_SGD,contraceptive,0,_delaunay_aspect_ratio_1,SGD,PCA,aspect_ratio,1,0.15,0.32,0.69,0.20,0.21,0.10
contraceptive__delaunay_PCA_aspect_ratio_4_RF,contraceptive,0,_delaunay_aspect_ratio_4,RF,PCA,aspect_ratio,4,0.18,0.20,0.78,0.19,0.27,0.13
contraceptive__delaunay_PCA_aspect_ratio_4_KNN,contraceptive,0,_delaunay_aspect_ratio_4,KNN,PCA,aspect_ratio,4,0.18,0.16,0.81,0.16,0.25,0.11
contraceptive__delaunay_PCA_aspect_ratio_4_DTREE,contraceptive,0,_delaunay_aspect_ratio_4,DTREE,PCA,aspect_ratio,4,0.17,0.17,0.80,0.17,0.25,0.11
contraceptive__delaunay_PCA_aspect_ratio_4_GNB,contraceptive,0,_delaunay_aspect_ratio_4,GNB,PCA,aspect_ratio,4,0.17,0.18,0.83,0.17,0.25,0.12
contraceptive__delaunay_PCA_aspect_ratio_4_LRG,contraceptive,0,_delaunay_aspect_ratio_4,LRG,PCA,aspect_ratio,4,0.20,0.24,0.77,0.21,0.29,0.14
contraceptive__delaunay_PCA_aspect_ratio_4_ABC,contraceptive,0,_delaunay_aspect_ratio_4,ABC,PCA,aspect_ratio,4,0.21,0.20,0.82,0.20,0.28,0.14
contraceptive__delaunay_PCA_aspect_ratio_4_MLP,contraceptive,0,_delaunay_aspect_ratio_4,MLP,PCA,aspect_ratio,4,0.18,0.19,0.80,0.18,0.26,0.12
contraceptive__delaunay_PCA_aspect_ratio_4_QDA,contraceptive,0,_delaunay_aspect_ratio_4,QDA,PCA,aspect_ratio,4,0.21,0.18,0.84,0.19,0.27,0.13
contraceptive__delaunay_PCA_aspect_ratio_4_SVM,contraceptive,0,_delaunay_aspect_ratio_4,SVM,PCA,aspect_ratio,4,0.05,0.23,0.77,0.08,0.00,0.00
contraceptive__delaunay_PCA_aspect_ratio_4_SGD,contraceptive,0,_delaunay_aspect_ratio_4,SGD,PCA,aspect_ratio,4,0.22,0.16,0.82,0.16,0.24,0.10
contraceptive__delaunay_PCA_aspect_ratio_9_RF,contraceptive,0,_delaunay_aspect_ratio_9,RF,PCA,aspect_ratio,9,0.18,0.19,0.78,0.18,0.26,0.12
contraceptive__delaunay_PCA_aspect_ratio_9_KNN,contraceptive,0,_delaunay_aspect_ratio_9,KNN,PCA,aspect_ratio,9,0.19,0.17,0.82,0.17,0.26,0.11
contraceptive__delaunay_PCA_aspect_ratio_9_DTREE,contraceptive,0,_delaunay_aspect_ratio_9,DTREE,PCA,aspect_ratio,9,0.16,0.18,0.77,0.17,0.25,0.11
contraceptive__delaunay_PCA_aspect_ratio_9_GNB,contraceptive,0,_delaunay_aspect_ratio_9,GNB,PCA,aspect_ratio,9,0.17,0.17,0.83,0.17,0.25,0.12
contraceptive__delaunay_PCA_aspect_ratio_9_LRG,contraceptive,0,_delaunay_aspect_ratio_9,LRG,PCA,aspect_ratio,9,0.20,0.25,0.77,0.21,0.29,0.14
contraceptive__delaunay_PCA_aspect_ratio_9_ABC,contraceptive,0,_delaunay_aspect_ratio_9,ABC,PCA,aspect_ratio,9,0.19,0.20,0.80,0.19,0.27,0.14
contraceptive__delaunay_PCA_aspect_ratio_9_MLP,contraceptive,0,_delaunay_aspect_ratio_9,MLP,PCA,aspect_ratio,9,0.19,0.20,0.80,0.19,0.27,0.13
contraceptive__delaunay_PCA_aspect_ratio_9_QDA,contraceptive,0,_delaunay_aspect_ratio_9,QDA,PCA,aspect_ratio,9,0.20,0.16,0.84,0.17,0.25,0.12
contraceptive__delaunay_PCA_aspect_ratio_9_SVM,contraceptive,0,_delaunay_aspect_ratio_9,SVM,PCA,aspect_ratio,9,0.05,0.22,0.77,0.08,0.02,0.00
contraceptive__delaunay_PCA_aspect_ratio_9_SGD,contraceptive,0,_delaunay_aspect_ratio_9,SGD,PCA,aspect_ratio,9,0.19,0.14,0.91,0.16,0.22,0.11
contraceptive__delaunay_PCA_max_solid_angle_1_RF,contraceptive,0,_delaunay_max_solid_angle_1,RF,PCA,max_solid_angle,1,0.19,0.20,0.79,0.19,0.27,0.13
contraceptive__delaunay_PCA_max_solid_angle_1_KNN,contraceptive,0,_delaunay_max_solid_angle_1,KNN,PCA,max_solid_angle,1,0.17,0.16,0.81,0.16,0.24,0.10
contraceptive__delaunay_PCA_max_solid_angle_1_DTREE,contraceptive,0,_delaunay_max_solid_angle_1,DTREE,PCA,max_solid_angle,1,0.21,0.20,0.82,0.19,0.28,0.13
contraceptive__delaunay_PCA_max_solid_angle_1_GNB,contraceptive,0,_delaunay_max_solid_angle_1,GNB,PCA,max_solid_angle,1,0.18,0.18,0.83,0.18,0.25,0.12
contraceptive__delaunay_PCA_max_solid_angle_1_LRG,contraceptive,0,_delaunay_max_solid_angle_1,LRG,PCA,max_solid_angle,1,0.20,0.25,0.77,0.21,0.29,0.14
contraceptive__delaunay_PCA_max_solid_angle_1_ABC,contraceptive,0,_delaunay_max_solid_angle_1,ABC,PCA,max_solid_angle,1,0.16,0.19,0.79,0.17,0.25,0.11
contraceptive__delaunay_PCA_max_solid_angle_1_MLP,contraceptive,0,_delaunay_max_solid_angle_1,MLP,PCA,max_solid_angle,1,0.20,0.21,0.81,0.20,0.28,0.14
contraceptive__delaunay_PCA_max_solid_angle_1_QDA,contraceptive,0,_delaunay_max_solid_angle_1,QDA,PCA,max_solid_angle,1,0.20,0.18,0.83,0.19,0.27,0.13
contraceptive__delaunay_PCA_max_solid_angle_1_SVM,contraceptive,0,_delaunay_max_solid_angle_1,SVM,PCA,max_solid_angle,1,0.05,0.23,0.77,0.08,0.00,0.00
contraceptive__delaunay_PCA_max_solid_angle_1_SGD,contraceptive,0,_delaunay_max_solid_angle_1,SGD,PCA,max_solid_angle,1,0.15,0.32,0.73,0.20,0.19,0.09
contraceptive__delaunay_PCA_max_solid_angle_4_RF,contraceptive,0,_delaunay_max_solid_angle_4,RF,PCA,max_solid_angle,4,0.19,0.20,0.79,0.19,0.27,0.13
contraceptive__delaunay_PCA_max_solid_angle_4_KNN,contraceptive,0,_delaunay_max_solid_angle_4,KNN,PCA,max_solid_angle,4,0.19,0.18,0.81,0.18,0.26,0.12
contraceptive__delaunay_PCA_max_solid_angle_4_DTREE,contraceptive,0,_delaunay_max_solid_angle_4,DTREE,PCA,max_solid_angle,4,0.18,0.18,0.79,0.17,0.26,0.12
contraceptive__delaunay_PCA_max_solid_angle_4_GNB,contraceptive,0,_delaunay_max_solid_angle_4,GNB,PCA,max_solid_angle,4,0.17,0.17,0.83,0.17,0.25,0.12
contraceptive__delaunay_PCA_max_solid_angle_4_LRG,contraceptive,0,_delaunay_max_solid_angle_4,LRG,PCA,max_solid_angle,4,0.20,0.25,0.77,0.22,0.29,0.15
contraceptive__delaunay_PCA_max_solid_angle_4_ABC,contraceptive,0,_delaunay_max_solid_angle_4,ABC,PCA,max_solid_angle,4,0.19,0.18,0.82,0.18,0.26,0.13
contraceptive__delaunay_PCA_max_solid_angle_4_MLP,contraceptive,0,_delaunay_max_solid_angle_4,MLP,PCA,max_solid_angle,4,0.19,0.19,0.81,0.19,0.27,0.13
contraceptive__delaunay_PCA_max_solid_angle_4_QDA,contraceptive,0,_delaunay_max_solid_angle_4,QDA,PCA,max_solid_angle,4,0.20,0.17,0.84,0.18,0.26,0.12
contraceptive__delaunay_PCA_max_solid_angle_4_SVM,contraceptive,0,_delaunay_max_solid_angle_4,SVM,PCA,max_solid_angle,4,0.05,0.23,0.77,0.08,0.00,0.00
contraceptive__delaunay_PCA_max_solid_angle_4_SGD,contraceptive,0,_delaunay_max_solid_angle_4,SGD,PCA,max_solid_angle,4,0.18,0.22,0.78,0.19,0.27,0.14
contraceptive__delaunay_PCA_max_solid_angle_9_RF,contraceptive,0,_delaunay_max_solid_angle_9,RF,PCA,max_solid_angle,9,0.20,0.20,0.80,0.19,0.27,0.13
contraceptive__delaunay_PCA_max_solid_angle_9_KNN,contraceptive,0,_delaunay_max_solid_angle_9,KNN,PCA,max_solid_angle,9,0.19,0.17,0.82,0.17,0.26,0.12
contraceptive__delaunay_PCA_max_solid_angle_9_DTREE,contraceptive,0,_delaunay_max_solid_angle_9,DTREE,PCA,max_solid_angle,9,0.20,0.20,0.81,0.19,0.28,0.13
contraceptive__delaunay_PCA_max_solid_angle_9_GNB,contraceptive,0,_delaunay_max_solid_angle_9,GNB,PCA,max_solid_angle,9,0.17,0.17,0.83,0.17,0.25,0.12
contraceptive__delaunay_PCA_max_solid_angle_9_LRG,contraceptive,0,_delaunay_max_solid_angle_9,LRG,PCA,max_solid_angle,9,0.20,0.25,0.76,0.21,0.29,0.15
contraceptive__delaunay_PCA_max_solid_angle_9_ABC,contraceptive,0,_delaunay_max_solid_angle_9,ABC,PCA,max_solid_angle,9,0.21,0.19,0.83,0.20,0.27,0.14
contraceptive__delaunay_PCA_max_solid_angle_9_MLP,contraceptive,0,_delaunay_max_solid_angle_9,MLP,PCA,max_solid_angle,9,0.19,0.20,0.81,0.19,0.27,0.13
contraceptive__delaunay_PCA_max_solid_angle_9_QDA,contraceptive,0,_delaunay_max_solid_angle_9,QDA,PCA,max_solid_angle,9,0.20,0.17,0.84,0.18,0.26,0.12
contraceptive__delaunay_PCA_max_solid_angle_9_SVM,contraceptive,0,_delaunay_max_solid_angle_9,SVM,PCA,max_solid_angle,9,0.05,0.23,0.77,0.08,0.00,0.00
contraceptive__delaunay_PCA_max_solid_angle_9_SGD,contraceptive,0,_delaunay_max_solid_angle_9,SGD,PCA,max_solid_angle,9,0.05,0.23,0.77,0.08,0.01,0.00
contraceptive__delaunay_PCA_min_solid_angle_1_RF,contraceptive,0,_delaunay_min_solid_angle_1,RF,PCA,min_solid_angle,1,0.20,0.22,0.79,0.20,0.28,0.14
contraceptive__delaunay_PCA_min_solid_angle_1_KNN,contraceptive,0,_delaunay_min_solid_angle_1,KNN,PCA,min_solid_angle,1,0.17,0.16,0.81,0.15,0.24,0.10
contraceptive__delaunay_PCA_min_solid_angle_1_DTREE,contraceptive,0,_delaunay_min_solid_angle_1,DTREE,PCA,min_solid_angle,1,0.19,0.21,0.80,0.19,0.28,0.13
contraceptive__delaunay_PCA_min_solid_angle_1_GNB,contraceptive,0,_delaunay_min_solid_angle_1,GNB,PCA,min_solid_angle,1,0.17,0.17,0.83,0.17,0.25,0.12
contraceptive__delaunay_PCA_min_solid_angle_1_LRG,contraceptive,0,_delaunay_min_solid_angle_1,LRG,PCA,min_solid_angle,1,0.20,0.25,0.76,0.21,0.29,0.14
contraceptive__delaunay_PCA_min_solid_angle_1_ABC,contraceptive,0,_delaunay_min_solid_angle_1,ABC,PCA,min_solid_angle,1,0.20,0.21,0.81,0.20,0.28,0.15
contraceptive__delaunay_PCA_min_solid_angle_1_MLP,contraceptive,0,_delaunay_min_solid_angle_1,MLP,PCA,min_solid_angle,1,0.20,0.20,0.81,0.19,0.27,0.14
contraceptive__delaunay_PCA_min_solid_angle_1_QDA,contraceptive,0,_delaunay_min_solid_angle_1,QDA,PCA,min_solid_angle,1,0.20,0.17,0.84,0.18,0.26,0.12
contraceptive__delaunay_PCA_min_solid_angle_1_SVM,contraceptive,0,_delaunay_min_solid_angle_1,SVM,PCA,min_solid_angle,1,0.05,0.23,0.77,0.08,0.00,0.00
contraceptive__delaunay_PCA_min_solid_angle_1_SGD,contraceptive,0,_delaunay_min_solid_angle_1,SGD,PCA,min_solid_angle,1,0.19,0.31,0.72,0.23,0.30,0.16
contraceptive__delaunay_PCA_min_solid_angle_4_RF,contraceptive,0,_delaunay_min_solid_angle_4,RF,PCA,min_solid_angle,4,0.19,0.20,0.79,0.19,0.27,0.13
contraceptive__delaunay_PCA_min_solid_angle_4_KNN,contraceptive,0,_delaunay_min_solid_angle_4,KNN,PCA,min_solid_angle,4,0.20,0.19,0.82,0.19,0.27,0.13
contraceptive__delaunay_PCA_min_solid_angle_4_DTREE,contraceptive,0,_delaunay_min_solid_angle_4,DTREE,PCA,min_solid_angle,4,0.15,0.17,0.79,0.16,0.24,0.10
contraceptive__delaunay_PCA_min_solid_angle_4_GNB,contraceptive,0,_delaunay_min_solid_angle_4,GNB,PCA,min_solid_angle,4,0.17,0.17,0.82,0.17,0.25,0.12
contraceptive__delaunay_PCA_min_solid_angle_4_LRG,contraceptive,0,_delaunay_min_solid_angle_4,LRG,PCA,min_solid_angle,4,0.20,0.26,0.76,0.22,0.29,0.15
contraceptive__delaunay_PCA_min_solid_angle_4_ABC,contraceptive,0,_delaunay_min_solid_angle_4,ABC,PCA,min_solid_angle,4,0.21,0.20,0.81,0.20,0.28,0.14
contraceptive__delaunay_PCA_min_solid_angle_4_MLP,contraceptive,0,_delaunay_min_solid_angle_4,MLP,PCA,min_solid_angle,4,0.20,0.21,0.81,0.20,0.28,0.14
contraceptive__delaunay_PCA_min_solid_angle_4_QDA,contraceptive,0,_delaunay_min_solid_angle_4,QDA,PCA,min_solid_angle,4,0.19,0.17,0.83,0.18,0.26,0.12
contraceptive__delaunay_PCA_min_solid_angle_4_SVM,contraceptive,0,_delaunay_min_solid_angle_4,SVM,PCA,min_solid_angle,4,0.05,0.23,0.77,0.08,0.00,0.00
contraceptive__delaunay_PCA_min_solid_angle_4_SGD,contraceptive,0,_delaunay_min_solid_angle_4,SGD,PCA,min_solid_angle,4,0.15,0.33,0.69,0.20,0.21,0.09
contraceptive__delaunay_PCA_min_solid_angle_9_RF,contraceptive,0,_delaunay_min_solid_angle_9,RF,PCA,min_solid_angle,9,0.19,0.22,0.77,0.20,0.28,0.14
contraceptive__delaunay_PCA_min_solid_angle_9_KNN,contraceptive,0,_delaunay_min_solid_angle_9,KNN,PCA,min_solid_angle,9,0.19,0.18,0.82,0.18,0.26,0.12
contraceptive__delaunay_PCA_min_solid_angle_9_DTREE,contraceptive,0,_delaunay_min_solid_angle_9,DTREE,PCA,min_solid_angle,9,0.18,0.19,0.79,0.18,0.26,0.12
contraceptive__delaunay_PCA_min_solid_angle_9_GNB,contraceptive,0,_delaunay_min_solid_angle_9,GNB,PCA,min_solid_angle,9,0.17,0.17,0.83,0.17,0.25,0.12
contraceptive__delaunay_PCA_min_solid_angle_9_LRG,contraceptive,0,_delaunay_min_solid_angle_9,LRG,PCA,min_solid_angle,9,0.20,0.25,0.76,0.21,0.29,0.15
contraceptive__delaunay_PCA_min_solid_angle_9_ABC,contraceptive,0,_delaunay_min_solid_angle_9,ABC,PCA,min_solid_angle,9,0.19,0.20,0.81,0.19,0.26,0.14
contraceptive__delaunay_PCA_min_solid_angle_9_MLP,contraceptive,0,_delaunay_min_solid_angle_9,MLP,PCA,min_solid_angle,9,0.21,0.22,0.81,0.21,0.29,0.15
contraceptive__delaunay_PCA_min_solid_angle_9_QDA,contraceptive,0,_delaunay_min_solid_angle_9,QDA,PCA,min_solid_angle,9,0.20,0.17,0.83,0.18,0.26,0.12
contraceptive__delaunay_PCA_min_solid_angle_9_SVM,contraceptive,0,_delaunay_min_solid_angle_9,SVM,PCA,min_solid_angle,9,0.05,0.23,0.77,0.08,0.00,0.00
contraceptive__delaunay_PCA_min_solid_angle_9_SGD,contraceptive,0,_delaunay_min_solid_angle_9,SGD,PCA,min_solid_angle,9,0.18,0.32,0.71,0.23,0.28,0.15
contraceptive__delaunay_PCA_solid_angle_1_RF,contraceptive,0,_delaunay_solid_angle_1,RF,PCA,solid_angle,1,0.19,0.21,0.79,0.20,0.28,0.14
contraceptive__delaunay_PCA_solid_angle_1_KNN,contraceptive,0,_delaunay_solid_angle_1,KNN,PCA,solid_angle,1,0.19,0.17,0.82,0.17,0.26,0.11
contraceptive__delaunay_PCA_solid_angle_1_DTREE,contraceptive,0,_delaunay_solid_angle_1,DTREE,PCA,solid_angle,1,0.19,0.18,0.81,0.18,0.27,0.12
contraceptive__delaunay_PCA_solid_angle_1_GNB,contraceptive,0,_delaunay_solid_angle_1,GNB,PCA,solid_angle,1,0.17,0.17,0.83,0.17,0.25,0.12
contraceptive__delaunay_PCA_solid_angle_1_LRG,contraceptive,0,_delaunay_solid_angle_1,LRG,PCA,solid_angle,1,0.19,0.26,0.76,0.21,0.29,0.15
contraceptive__delaunay_PCA_solid_angle_1_ABC,contraceptive,0,_delaunay_solid_angle_1,ABC,PCA,solid_angle,1,0.20,0.20,0.81,0.20,0.27,0.14
contraceptive__delaunay_PCA_solid_angle_1_MLP,contraceptive,0,_delaunay_solid_angle_1,MLP,PCA,solid_angle,1,0.19,0.19,0.80,0.19,0.27,0.13
contraceptive__delaunay_PCA_solid_angle_1_QDA,contraceptive,0,_delaunay_solid_angle_1,QDA,PCA,solid_angle,1,0.21,0.18,0.84,0.19,0.27,0.13
contraceptive__delaunay_PCA_solid_angle_1_SVM,contraceptive,0,_delaunay_solid_angle_1,SVM,PCA,solid_angle,1,0.05,0.23,0.77,0.08,0.00,0.00
contraceptive__delaunay_PCA_solid_angle_1_SGD,contraceptive,0,_delaunay_solid_angle_1,SGD,PCA,solid_angle,1,0.15,0.33,0.69,0.21,0.23,0.11
contraceptive__delaunay_PCA_solid_angle_4_RF,contraceptive,0,_delaunay_solid_angle_4,RF,PCA,solid_angle,4,0.18,0.19,0.78,0.18,0.26,0.12
contraceptive__delaunay_PCA_solid_angle_4_KNN,contraceptive,0,_delaunay_solid_angle_4,KNN,PCA,solid_angle,4,0.18,0.17,0.82,0.17,0.26,0.11
contraceptive__delaunay_PCA_solid_angle_4_DTREE,contraceptive,0,_delaunay_solid_angle_4,DTREE,PCA,solid_angle,4,0.18,0.18,0.80,0.17,0.26,0.11
contraceptive__delaunay_PCA_solid_angle_4_GNB,contraceptive,0,_delaunay_solid_angle_4,GNB,PCA,solid_angle,4,0.17,0.18,0.82,0.17,0.25,0.12
contraceptive__delaunay_PCA_solid_angle_4_LRG,contraceptive,0,_delaunay_solid_angle_4,LRG,PCA,solid_angle,4,0.20,0.26,0.76,0.22,0.29,0.15
contraceptive__delaunay_PCA_solid_angle_4_ABC,contraceptive,0,_delaunay_solid_angle_4,ABC,PCA,solid_angle,4,0.17,0.18,0.80,0.18,0.25,0.12
contraceptive__delaunay_PCA_solid_angle_4_MLP,contraceptive,0,_delaunay_solid_angle_4,MLP,PCA,solid_angle,4,0.19,0.22,0.80,0.20,0.28,0.15
contraceptive__delaunay_PCA_solid_angle_4_QDA,contraceptive,0,_delaunay_solid_angle_4,QDA,PCA,solid_angle,4,0.20,0.18,0.83,0.19,0.27,0.13
contraceptive__delaunay_PCA_solid_angle_4_SVM,contraceptive,0,_delaunay_solid_angle_4,SVM,PCA,solid_angle,4,0.05,0.23,0.77,0.08,0.00,0.00
contraceptive__delaunay_PCA_solid_angle_4_SGD,contraceptive,0,_delaunay_solid_angle_4,SGD,PCA,solid_angle,4,0.22,0.27,0.76,0.21,0.27,0.13
contraceptive__delaunay_PCA_solid_angle_9_RF,contraceptive,0,_delaunay_solid_angle_9,RF,PCA,solid_angle,9,0.18,0.19,0.78,0.18,0.26,0.12
contraceptive__delaunay_PCA_solid_angle_9_KNN,contraceptive,0,_delaunay_solid_angle_9,KNN,PCA,solid_angle,9,0.20,0.18,0.83,0.18,0.27,0.12
contraceptive__delaunay_PCA_solid_angle_9_DTREE,contraceptive,0,_delaunay_solid_angle_9,DTREE,PCA,solid_angle,9,0.18,0.19,0.79,0.18,0.27,0.12
contraceptive__delaunay_PCA_solid_angle_9_GNB,contraceptive,0,_delaunay_solid_angle_9,GNB,PCA,solid_angle,9,0.17,0.17,0.83,0.17,0.25,0.12
contraceptive__delaunay_PCA_solid_angle_9_LRG,contraceptive,0,_delaunay_solid_angle_9,LRG,PCA,solid_angle,9,0.20,0.25,0.77,0.21,0.29,0.14
contraceptive__delaunay_PCA_solid_angle_9_ABC,contraceptive,0,_delaunay_solid_angle_9,ABC,PCA,solid_angle,9,0.19,0.17,0.82,0.18,0.25,0.12
contraceptive__delaunay_PCA_solid_angle_9_MLP,contraceptive,0,_delaunay_solid_angle_9,MLP,PCA,solid_angle,9,0.20,0.21,0.81,0.20,0.28,0.15
contraceptive__delaunay_PCA_solid_angle_9_QDA,contraceptive,0,_delaunay_solid_angle_9,QDA,PCA,solid_angle,9,0.20,0.18,0.83,0.18,0.27,0.13
contraceptive__delaunay_PCA_solid_angle_9_SVM,contraceptive,0,_delaunay_solid_angle_9,SVM,PCA,solid_angle,9,0.05,0.23,0.77,0.08,0.00,0.00
contraceptive__delaunay_PCA_solid_angle_9_SGD,contraceptive,0,_delaunay_solid_angle_9,SGD,PCA,solid_angle,9,0.20,0.33,0.73,0.25,0.31,0.18
contraceptive__train_RF,contraceptive,1,_train,RF,PCA,NONE,NONE,0.18,0.22,0.78,0.20,0.28,0.14
contraceptive__train_KNN,contraceptive,1,_train,KNN,PCA,NONE,NONE,0.20,0.19,0.81,0.18,0.27,0.12
contraceptive__train_DTREE,contraceptive,1,_train,DTREE,PCA,NONE,NONE,0.19,0.20,0.80,0.19,0.27,0.13
